dataset,filename,label,folder
CATI_FAS,010804,0,spoof
CATI_FAS,006323,0,spoof
CATI_FAS,008943,0,spoof
CATI_FAS,009294,0,spoof
CATI_FAS,007111,0,spoof
CATI_FAS,010923,0,spoof
CATI_FAS,017548,0,spoof
CATI_FAS,010484,0,spoof
CATI_FAS,011976,0,spoof
CATI_FAS,005140,0,spoof
CATI_FAS,007842,0,spoof
CATI_FAS,005222,0,spoof
CATI_FAS,005045,0,spoof
CATI_FAS,008183,0,spoof
CATI_FAS,012703,0,spoof
CATI_FAS,013186,0,spoof
CATI_FAS,000880,1,live
CATI_FAS,012308,0,spoof
CATI_FAS,014955,0,spoof
CATI_FAS,015990,0,spoof
CATI_FAS,011343,0,spoof
CATI_FAS,011140,0,spoof
CATI_FAS,005857,0,spoof
CATI_FAS,014471,0,spoof
CATI_FAS,001625,1,live
CATI_FAS,007096,0,spoof
CATI_FAS,004797,0,spoof
CATI_FAS,010469,0,spoof
CATI_FAS,012205,0,spoof
CATI_FAS,010428,0,spoof
CATI_FAS,008346,0,spoof
CATI_FAS,017819,0,spoof
CATI_FAS,005272,0,spoof
CATI_FAS,005695,0,spoof
CATI_FAS,013750,0,spoof
CATI_FAS,006837,0,spoof
CATI_FAS,007932,0,spoof
CATI_FAS,008546,0,spoof
CATI_FAS,001079,1,live
CATI_FAS,004868,0,spoof
CATI_FAS,013634,0,spoof
CATI_FAS,009358,0,spoof
CATI_FAS,009545,0,spoof
CATI_FAS,000069,1,live
CATI_FAS,009209,0,spoof
CATI_FAS,005410,0,spoof
CATI_FAS,009091,0,spoof
CATI_FAS,000158,1,live
CATI_FAS,004003,0,spoof
CATI_FAS,014890,0,spoof
CATI_FAS,004450,0,spoof
CATI_FAS,008537,0,spoof
CATI_FAS,016371,0,spoof
CATI_FAS,014689,0,spoof
CATI_FAS,000359,1,live
CATI_FAS,003172,0,spoof
CATI_FAS,017458,0,spoof
CATI_FAS,003091,0,spoof
CATI_FAS,016271,0,spoof
CATI_FAS,012089,0,spoof
CATI_FAS,012406,0,spoof
CATI_FAS,004725,0,spoof
CATI_FAS,003521,0,spoof
CATI_FAS,009263,0,spoof
CATI_FAS,003844,0,spoof
CATI_FAS,003609,0,spoof
CATI_FAS,008948,0,spoof
CATI_FAS,005432,0,spoof
CATI_FAS,005771,0,spoof
CATI_FAS,014004,0,spoof
CATI_FAS,014183,0,spoof
CATI_FAS,005365,0,spoof
CATI_FAS,009207,0,spoof
CATI_FAS,016584,0,spoof
CATI_FAS,005864,0,spoof
CATI_FAS,002539,0,spoof
CATI_FAS,005485,0,spoof
CATI_FAS,016095,0,spoof
CATI_FAS,016087,0,spoof
CATI_FAS,016922,0,spoof
CATI_FAS,017542,0,spoof
CATI_FAS,006478,0,spoof
CATI_FAS,007553,0,spoof
CATI_FAS,008232,0,spoof
CATI_FAS,001596,1,live
CATI_FAS,006584,0,spoof
CATI_FAS,000449,1,live
CATI_FAS,016755,0,spoof
CATI_FAS,004169,0,spoof
CATI_FAS,000651,1,live
CATI_FAS,008410,0,spoof
CATI_FAS,006695,0,spoof
CATI_FAS,016317,0,spoof
CATI_FAS,017699,0,spoof
CATI_FAS,002784,0,spoof
CATI_FAS,008601,0,spoof
CATI_FAS,015118,0,spoof
CATI_FAS,014022,0,spoof
CATI_FAS,008803,0,spoof
CATI_FAS,012944,0,spoof
CATI_FAS,016971,0,spoof
CATI_FAS,001644,1,live
CATI_FAS,000366,1,live
CATI_FAS,013505,0,spoof
CATI_FAS,011743,0,spoof
CATI_FAS,015458,0,spoof
CATI_FAS,008741,0,spoof
CATI_FAS,013772,0,spoof
CATI_FAS,015163,0,spoof
CATI_FAS,010479,0,spoof
CATI_FAS,009636,0,spoof
CATI_FAS,005350,0,spoof
CATI_FAS,005225,0,spoof
CATI_FAS,017838,0,spoof
CATI_FAS,004313,0,spoof
CATI_FAS,001134,1,live
CATI_FAS,017963,0,spoof
CATI_FAS,003013,0,spoof
CATI_FAS,001059,1,live
CATI_FAS,002316,0,spoof
CATI_FAS,007416,0,spoof
CATI_FAS,008084,0,spoof
CATI_FAS,001847,1,live
CATI_FAS,001212,1,live
CATI_FAS,003205,0,spoof
CATI_FAS,008305,0,spoof
CATI_FAS,007782,0,spoof
CATI_FAS,000415,1,live
CATI_FAS,015719,0,spoof
CATI_FAS,016067,0,spoof
CATI_FAS,013669,0,spoof
CATI_FAS,002787,0,spoof
CATI_FAS,002692,0,spoof
CATI_FAS,005539,0,spoof
CATI_FAS,014378,0,spoof
CATI_FAS,017612,0,spoof
CATI_FAS,017373,0,spoof
CATI_FAS,010493,0,spoof
CATI_FAS,017432,0,spoof
CATI_FAS,011315,0,spoof
CATI_FAS,001160,1,live
CATI_FAS,014341,0,spoof
CATI_FAS,002769,0,spoof
CATI_FAS,017518,0,spoof
CATI_FAS,015928,0,spoof
CATI_FAS,006417,0,spoof
CATI_FAS,001112,1,live
CATI_FAS,016338,0,spoof
CATI_FAS,001264,1,live
CATI_FAS,010615,0,spoof
CATI_FAS,000535,1,live
CATI_FAS,009031,0,spoof
CATI_FAS,016246,0,spoof
CATI_FAS,005398,0,spoof
CATI_FAS,002516,0,spoof
CATI_FAS,010945,0,spoof
CATI_FAS,006606,0,spoof
CATI_FAS,011907,0,spoof
CATI_FAS,005852,0,spoof
CATI_FAS,002716,0,spoof
CATI_FAS,008337,0,spoof
CATI_FAS,007636,0,spoof
CATI_FAS,010782,0,spoof
CATI_FAS,017111,0,spoof
CATI_FAS,004683,0,spoof
CATI_FAS,000103,1,live
CATI_FAS,017450,0,spoof
CATI_FAS,005355,0,spoof
CATI_FAS,005604,0,spoof
CATI_FAS,014137,0,spoof
CATI_FAS,001148,1,live
CATI_FAS,017470,0,spoof
CATI_FAS,012633,0,spoof
CATI_FAS,002776,0,spoof
CATI_FAS,009072,0,spoof
CATI_FAS,010784,0,spoof
CATI_FAS,008288,0,spoof
CATI_FAS,017672,0,spoof
CATI_FAS,013918,0,spoof
CATI_FAS,001395,1,live
CATI_FAS,007469,0,spoof
CATI_FAS,011098,0,spoof
CATI_FAS,016934,0,spoof
CATI_FAS,000911,1,live
CATI_FAS,000074,1,live
CATI_FAS,004405,0,spoof
CATI_FAS,014949,0,spoof
CATI_FAS,002684,0,spoof
CATI_FAS,003316,0,spoof
CATI_FAS,010892,0,spoof
CATI_FAS,016134,0,spoof
CATI_FAS,002523,0,spoof
CATI_FAS,003025,0,spoof
CATI_FAS,008928,0,spoof
CATI_FAS,017467,0,spoof
CATI_FAS,014358,0,spoof
CATI_FAS,007745,0,spoof
CATI_FAS,013120,0,spoof
CATI_FAS,012885,0,spoof
CATI_FAS,017329,0,spoof
CATI_FAS,001979,1,live
CATI_FAS,014329,0,spoof
CATI_FAS,011893,0,spoof
CATI_FAS,009298,0,spoof
CATI_FAS,017820,0,spoof
CATI_FAS,013992,0,spoof
CATI_FAS,006824,0,spoof
CATI_FAS,013118,0,spoof
CATI_FAS,016956,0,spoof
CATI_FAS,017611,0,spoof
CATI_FAS,009706,0,spoof
CATI_FAS,004518,0,spoof
CATI_FAS,010020,0,spoof
CATI_FAS,017149,0,spoof
CATI_FAS,008925,0,spoof
CATI_FAS,006746,0,spoof
CATI_FAS,014795,0,spoof
CATI_FAS,008176,0,spoof
CATI_FAS,009018,0,spoof
CATI_FAS,014671,0,spoof
CATI_FAS,016505,0,spoof
CATI_FAS,015379,0,spoof
CATI_FAS,002486,0,spoof
CATI_FAS,002406,0,spoof
CATI_FAS,017036,0,spoof
CATI_FAS,005687,0,spoof
CATI_FAS,008632,0,spoof
CATI_FAS,015461,0,spoof
CATI_FAS,000332,1,live
CATI_FAS,005311,0,spoof
CATI_FAS,012887,0,spoof
CATI_FAS,002527,0,spoof
CATI_FAS,008702,0,spoof
CATI_FAS,013240,0,spoof
CATI_FAS,008611,0,spoof
CATI_FAS,012102,0,spoof
CATI_FAS,006493,0,spoof
CATI_FAS,011544,0,spoof
CATI_FAS,015637,0,spoof
CATI_FAS,005995,0,spoof
CATI_FAS,003284,0,spoof
CATI_FAS,013338,0,spoof
CATI_FAS,011522,0,spoof
CATI_FAS,010111,0,spoof
CATI_FAS,005588,0,spoof
CATI_FAS,005668,0,spoof
CATI_FAS,006443,0,spoof
CATI_FAS,002843,0,spoof
CATI_FAS,001105,1,live
CATI_FAS,008781,0,spoof
CATI_FAS,016771,0,spoof
CATI_FAS,006737,0,spoof
CATI_FAS,001457,1,live
CATI_FAS,004458,0,spoof
CATI_FAS,012122,0,spoof
CATI_FAS,017412,0,spoof
CATI_FAS,000213,1,live
CATI_FAS,004571,0,spoof
CATI_FAS,008210,0,spoof
CATI_FAS,011841,0,spoof
CATI_FAS,005551,0,spoof
CATI_FAS,015838,0,spoof
CATI_FAS,017728,0,spoof
CATI_FAS,005913,0,spoof
CATI_FAS,002169,0,spoof
CATI_FAS,009971,0,spoof
CATI_FAS,000683,1,live
CATI_FAS,001836,1,live
CATI_FAS,008142,0,spoof
CATI_FAS,010131,0,spoof
CATI_FAS,012211,0,spoof
CATI_FAS,010601,0,spoof
CATI_FAS,000358,1,live
CATI_FAS,017823,0,spoof
CATI_FAS,000774,1,live
CATI_FAS,001187,1,live
CATI_FAS,011463,0,spoof
CATI_FAS,012169,0,spoof
CATI_FAS,002345,0,spoof
CATI_FAS,016060,0,spoof
CATI_FAS,009621,0,spoof
CATI_FAS,004335,0,spoof
CATI_FAS,008832,0,spoof
CATI_FAS,015407,0,spoof
CATI_FAS,008390,0,spoof
CATI_FAS,007769,0,spoof
CATI_FAS,002015,0,spoof
CATI_FAS,014796,0,spoof
CATI_FAS,012311,0,spoof
CATI_FAS,003340,0,spoof
CATI_FAS,018000,0,spoof
CATI_FAS,013846,0,spoof
CATI_FAS,011211,0,spoof
CATI_FAS,002944,0,spoof
CATI_FAS,015864,0,spoof
CATI_FAS,006822,0,spoof
CATI_FAS,008365,0,spoof
CATI_FAS,004758,0,spoof
CATI_FAS,008431,0,spoof
CATI_FAS,003181,0,spoof
CATI_FAS,013858,0,spoof
CATI_FAS,003663,0,spoof
CATI_FAS,004748,0,spoof
CATI_FAS,003427,0,spoof
CATI_FAS,010126,0,spoof
CATI_FAS,005213,0,spoof
CATI_FAS,006830,0,spoof
CATI_FAS,009952,0,spoof
CATI_FAS,014714,0,spoof
CATI_FAS,007982,0,spoof
CATI_FAS,013092,0,spoof
CATI_FAS,007834,0,spoof
CATI_FAS,008892,0,spoof
CATI_FAS,005904,0,spoof
CATI_FAS,011514,0,spoof
CATI_FAS,002551,0,spoof
CATI_FAS,014846,0,spoof
CATI_FAS,010593,0,spoof
CATI_FAS,005450,0,spoof
CATI_FAS,016291,0,spoof
CATI_FAS,004034,0,spoof
CATI_FAS,000649,1,live
CATI_FAS,009668,0,spoof
CATI_FAS,004053,0,spoof
CATI_FAS,014946,0,spoof
CATI_FAS,001313,1,live
CATI_FAS,010847,0,spoof
CATI_FAS,001694,1,live
CATI_FAS,013917,0,spoof
CATI_FAS,014783,0,spoof
CATI_FAS,000076,1,live
CATI_FAS,012014,0,spoof
CATI_FAS,007649,0,spoof
CATI_FAS,006084,0,spoof
CATI_FAS,009457,0,spoof
CATI_FAS,013624,0,spoof
CATI_FAS,011160,0,spoof
CATI_FAS,007150,0,spoof
CATI_FAS,011260,0,spoof
CATI_FAS,012676,0,spoof
CATI_FAS,002313,0,spoof
CATI_FAS,003823,0,spoof
CATI_FAS,000385,1,live
CATI_FAS,000080,1,live
CATI_FAS,000250,1,live
CATI_FAS,009040,0,spoof
CATI_FAS,013763,0,spoof
CATI_FAS,005633,0,spoof
CATI_FAS,014265,0,spoof
CATI_FAS,017101,0,spoof
CATI_FAS,000221,1,live
CATI_FAS,014987,0,spoof
CATI_FAS,010070,0,spoof
CATI_FAS,005433,0,spoof
CATI_FAS,008313,0,spoof
CATI_FAS,000272,1,live
CATI_FAS,010793,0,spoof
CATI_FAS,001881,1,live
CATI_FAS,002665,0,spoof
CATI_FAS,004607,0,spoof
CATI_FAS,001583,1,live
CATI_FAS,011969,0,spoof
CATI_FAS,015575,0,spoof
CATI_FAS,011748,0,spoof
CATI_FAS,009637,0,spoof
CATI_FAS,002826,0,spoof
CATI_FAS,011580,0,spoof
CATI_FAS,008881,0,spoof
CATI_FAS,013796,0,spoof
CATI_FAS,018002,0,spoof
CATI_FAS,001466,1,live
CATI_FAS,007122,0,spoof
CATI_FAS,004946,0,spoof
CATI_FAS,007597,0,spoof
CATI_FAS,012522,0,spoof
CATI_FAS,011478,0,spoof
CATI_FAS,016725,0,spoof
CATI_FAS,004435,0,spoof
CATI_FAS,009736,0,spoof
CATI_FAS,005991,0,spoof
CATI_FAS,012415,0,spoof
CATI_FAS,015402,0,spoof
CATI_FAS,011831,0,spoof
CATI_FAS,000114,1,live
CATI_FAS,015583,0,spoof
CATI_FAS,015012,0,spoof
CATI_FAS,003301,0,spoof
CATI_FAS,014713,0,spoof
CATI_FAS,007764,0,spoof
CATI_FAS,002578,0,spoof
CATI_FAS,009984,0,spoof
CATI_FAS,001796,1,live
CATI_FAS,016896,0,spoof
CATI_FAS,013015,0,spoof
CATI_FAS,003756,0,spoof
CATI_FAS,017613,0,spoof
CATI_FAS,007256,0,spoof
CATI_FAS,002900,0,spoof
CATI_FAS,000212,1,live
CATI_FAS,011476,0,spoof
CATI_FAS,004062,0,spoof
CATI_FAS,004175,0,spoof
CATI_FAS,011679,0,spoof
CATI_FAS,010842,0,spoof
CATI_FAS,002543,0,spoof
CATI_FAS,016522,0,spoof
CATI_FAS,007087,0,spoof
CATI_FAS,016542,0,spoof
CATI_FAS,008177,0,spoof
CATI_FAS,007896,0,spoof
CATI_FAS,000289,1,live
CATI_FAS,006924,0,spoof
CATI_FAS,016256,0,spoof
CATI_FAS,003465,0,spoof
CATI_FAS,004717,0,spoof
CATI_FAS,017414,0,spoof
CATI_FAS,017088,0,spoof
CATI_FAS,008131,0,spoof
CATI_FAS,015557,0,spoof
CATI_FAS,015687,0,spoof
CATI_FAS,005612,0,spoof
CATI_FAS,003455,0,spoof
CATI_FAS,002108,0,spoof
CATI_FAS,012312,0,spoof
CATI_FAS,009449,0,spoof
CATI_FAS,006385,0,spoof
CATI_FAS,000757,1,live
CATI_FAS,015040,0,spoof
CATI_FAS,017755,0,spoof
CATI_FAS,011808,0,spoof
CATI_FAS,012252,0,spoof
CATI_FAS,007944,0,spoof
CATI_FAS,006002,0,spoof
CATI_FAS,008607,0,spoof
CATI_FAS,010583,0,spoof
CATI_FAS,014175,0,spoof
CATI_FAS,001939,1,live
CATI_FAS,011190,0,spoof
CATI_FAS,009138,0,spoof
CATI_FAS,004581,0,spoof
CATI_FAS,004991,0,spoof
CATI_FAS,012542,0,spoof
CATI_FAS,017257,0,spoof
CATI_FAS,005973,0,spoof
CATI_FAS,015603,0,spoof
CATI_FAS,010853,0,spoof
CATI_FAS,015939,0,spoof
CATI_FAS,017406,0,spoof
CATI_FAS,016458,0,spoof
CATI_FAS,005452,0,spoof
CATI_FAS,008664,0,spoof
CATI_FAS,010343,0,spoof
CATI_FAS,010429,0,spoof
CATI_FAS,009395,0,spoof
CATI_FAS,010389,0,spoof
CATI_FAS,015050,0,spoof
CATI_FAS,013889,0,spoof
CATI_FAS,002852,0,spoof
CATI_FAS,015372,0,spoof
CATI_FAS,005477,0,spoof
CATI_FAS,011371,0,spoof
CATI_FAS,012050,0,spoof
CATI_FAS,016479,0,spoof
CATI_FAS,014086,0,spoof
CATI_FAS,015508,0,spoof
CATI_FAS,000803,1,live
CATI_FAS,011640,0,spoof
CATI_FAS,007902,0,spoof
CATI_FAS,001082,1,live
CATI_FAS,010516,0,spoof
CATI_FAS,017503,0,spoof
CATI_FAS,010298,0,spoof
CATI_FAS,002797,0,spoof
CATI_FAS,010619,0,spoof
CATI_FAS,000427,1,live
CATI_FAS,000545,1,live
CATI_FAS,002605,0,spoof
CATI_FAS,015828,0,spoof
CATI_FAS,002407,0,spoof
CATI_FAS,006594,0,spoof
CATI_FAS,003591,0,spoof
CATI_FAS,008397,0,spoof
CATI_FAS,005428,0,spoof
CATI_FAS,001981,1,live
CATI_FAS,008027,0,spoof
CATI_FAS,005296,0,spoof
CATI_FAS,009011,0,spoof
CATI_FAS,002125,0,spoof
CATI_FAS,012301,0,spoof
CATI_FAS,004733,0,spoof
CATI_FAS,009550,0,spoof
CATI_FAS,006033,0,spoof
CATI_FAS,006484,0,spoof
CATI_FAS,001203,1,live
CATI_FAS,007891,0,spoof
CATI_FAS,017438,0,spoof
CATI_FAS,013376,0,spoof
CATI_FAS,000171,1,live
CATI_FAS,009810,0,spoof
CATI_FAS,007300,0,spoof
CATI_FAS,005148,0,spoof
CATI_FAS,017497,0,spoof
CATI_FAS,000426,1,live
CATI_FAS,008878,0,spoof
CATI_FAS,005326,0,spoof
CATI_FAS,000877,1,live
CATI_FAS,007837,0,spoof
CATI_FAS,001500,1,live
CATI_FAS,009086,0,spoof
CATI_FAS,006863,0,spoof
CATI_FAS,001254,1,live
CATI_FAS,003535,0,spoof
CATI_FAS,012286,0,spoof
CATI_FAS,004596,0,spoof
CATI_FAS,005555,0,spoof
CATI_FAS,000047,1,live
CATI_FAS,007540,0,spoof
CATI_FAS,015869,0,spoof
CATI_FAS,013960,0,spoof
CATI_FAS,001968,1,live
CATI_FAS,011987,0,spoof
CATI_FAS,011090,0,spoof
CATI_FAS,001292,1,live
CATI_FAS,000210,1,live
CATI_FAS,009720,0,spoof
CATI_FAS,009833,0,spoof
CATI_FAS,015243,0,spoof
CATI_FAS,006068,0,spoof
CATI_FAS,009440,0,spoof
CATI_FAS,007339,0,spoof
CATI_FAS,009097,0,spoof
CATI_FAS,013288,0,spoof
CATI_FAS,011536,0,spoof
CATI_FAS,016019,0,spoof
CATI_FAS,015621,0,spoof
CATI_FAS,015241,0,spoof
CATI_FAS,009450,0,spoof
CATI_FAS,000466,1,live
CATI_FAS,012070,0,spoof
CATI_FAS,005742,0,spoof
CATI_FAS,004786,0,spoof
CATI_FAS,000730,1,live
CATI_FAS,014940,0,spoof
CATI_FAS,017420,0,spoof
CATI_FAS,003130,0,spoof
CATI_FAS,011810,0,spoof
CATI_FAS,006862,0,spoof
CATI_FAS,013167,0,spoof
CATI_FAS,017874,0,spoof
CATI_FAS,005312,0,spoof
CATI_FAS,012973,0,spoof
CATI_FAS,014534,0,spoof
CATI_FAS,003918,0,spoof
CATI_FAS,009691,0,spoof
CATI_FAS,008189,0,spoof
CATI_FAS,016055,0,spoof
CATI_FAS,016386,0,spoof
CATI_FAS,017195,0,spoof
CATI_FAS,007166,0,spoof
CATI_FAS,016139,0,spoof
CATI_FAS,003403,0,spoof
CATI_FAS,002137,0,spoof
CATI_FAS,001155,1,live
CATI_FAS,011498,0,spoof
CATI_FAS,005181,0,spoof
CATI_FAS,007894,0,spoof
CATI_FAS,006056,0,spoof
CATI_FAS,008105,0,spoof
CATI_FAS,004599,0,spoof
CATI_FAS,015551,0,spoof
CATI_FAS,005943,0,spoof
CATI_FAS,014864,0,spoof
CATI_FAS,003032,0,spoof
CATI_FAS,017981,0,spoof
CATI_FAS,002983,0,spoof
CATI_FAS,010709,0,spoof
CATI_FAS,003178,0,spoof
CATI_FAS,013098,0,spoof
CATI_FAS,000310,1,live
CATI_FAS,005537,0,spoof
CATI_FAS,011807,0,spoof
CATI_FAS,001304,1,live
CATI_FAS,003275,0,spoof
CATI_FAS,003520,0,spoof
CATI_FAS,014295,0,spoof
CATI_FAS,010504,0,spoof
CATI_FAS,002652,0,spoof
CATI_FAS,017641,0,spoof
CATI_FAS,008140,0,spoof
CATI_FAS,014354,0,spoof
CATI_FAS,013629,0,spoof
CATI_FAS,008316,0,spoof
CATI_FAS,016770,0,spoof
CATI_FAS,001664,1,live
CATI_FAS,012507,0,spoof
CATI_FAS,010753,0,spoof
CATI_FAS,004221,0,spoof
CATI_FAS,015824,0,spoof
CATI_FAS,008092,0,spoof
CATI_FAS,005131,0,spoof
CATI_FAS,006948,0,spoof
CATI_FAS,012066,0,spoof
CATI_FAS,005713,0,spoof
CATI_FAS,006240,0,spoof
CATI_FAS,002419,0,spoof
CATI_FAS,004245,0,spoof
CATI_FAS,013422,0,spoof
CATI_FAS,005055,0,spoof
CATI_FAS,004590,0,spoof
CATI_FAS,017827,0,spoof
CATI_FAS,009175,0,spoof
CATI_FAS,014880,0,spoof
CATI_FAS,013553,0,spoof
CATI_FAS,003766,0,spoof
CATI_FAS,010416,0,spoof
CATI_FAS,006669,0,spoof
CATI_FAS,007243,0,spoof
CATI_FAS,012087,0,spoof
CATI_FAS,013043,0,spoof
CATI_FAS,007729,0,spoof
CATI_FAS,011986,0,spoof
CATI_FAS,004210,0,spoof
CATI_FAS,001276,1,live
CATI_FAS,015450,0,spoof
CATI_FAS,003522,0,spoof
CATI_FAS,015934,0,spoof
CATI_FAS,007404,0,spoof
CATI_FAS,011945,0,spoof
CATI_FAS,000075,1,live
CATI_FAS,017818,0,spoof
CATI_FAS,001364,1,live
CATI_FAS,000224,1,live
CATI_FAS,013173,0,spoof
CATI_FAS,010359,0,spoof
CATI_FAS,015063,0,spoof
CATI_FAS,013149,0,spoof
CATI_FAS,009780,0,spoof
CATI_FAS,012059,0,spoof
CATI_FAS,006765,0,spoof
CATI_FAS,011468,0,spoof
CATI_FAS,005527,0,spoof
CATI_FAS,003309,0,spoof
CATI_FAS,006942,0,spoof
CATI_FAS,000256,1,live
CATI_FAS,005600,0,spoof
CATI_FAS,011692,0,spoof
CATI_FAS,017368,0,spoof
CATI_FAS,006853,0,spoof
CATI_FAS,011444,0,spoof
CATI_FAS,013127,0,spoof
CATI_FAS,003993,0,spoof
CATI_FAS,000793,1,live
CATI_FAS,005368,0,spoof
CATI_FAS,002823,0,spoof
CATI_FAS,004016,0,spoof
CATI_FAS,000818,1,live
CATI_FAS,000999,1,live
CATI_FAS,014487,0,spoof
CATI_FAS,000790,1,live
CATI_FAS,012163,0,spoof
CATI_FAS,004909,0,spoof
CATI_FAS,000935,1,live
CATI_FAS,017200,0,spoof
CATI_FAS,001560,1,live
CATI_FAS,007265,0,spoof
CATI_FAS,009572,0,spoof
CATI_FAS,010176,0,spoof
CATI_FAS,017194,0,spoof
CATI_FAS,009352,0,spoof
CATI_FAS,002930,0,spoof
CATI_FAS,016378,0,spoof
CATI_FAS,015492,0,spoof
CATI_FAS,012629,0,spoof
CATI_FAS,008023,0,spoof
CATI_FAS,008325,0,spoof
CATI_FAS,010875,0,spoof
CATI_FAS,013109,0,spoof
CATI_FAS,003879,0,spoof
CATI_FAS,015306,0,spoof
CATI_FAS,009079,0,spoof
CATI_FAS,014367,0,spoof
CATI_FAS,017381,0,spoof
CATI_FAS,014762,0,spoof
CATI_FAS,014537,0,spoof
CATI_FAS,016543,0,spoof
CATI_FAS,014138,0,spoof
CATI_FAS,001235,1,live
CATI_FAS,006835,0,spoof
CATI_FAS,006447,0,spoof
CATI_FAS,001431,1,live
CATI_FAS,014935,0,spoof
CATI_FAS,013730,0,spoof
CATI_FAS,013933,0,spoof
CATI_FAS,006991,0,spoof
CATI_FAS,016565,0,spoof
CATI_FAS,004196,0,spoof
CATI_FAS,004706,0,spoof
CATI_FAS,015580,0,spoof
CATI_FAS,013000,0,spoof
CATI_FAS,012656,0,spoof
CATI_FAS,001751,1,live
CATI_FAS,007926,0,spoof
CATI_FAS,016004,0,spoof
CATI_FAS,009548,0,spoof
CATI_FAS,015361,0,spoof
CATI_FAS,005870,0,spoof
CATI_FAS,002629,0,spoof
CATI_FAS,003283,0,spoof
CATI_FAS,015227,0,spoof
CATI_FAS,011238,0,spoof
CATI_FAS,010928,0,spoof
CATI_FAS,015383,0,spoof
CATI_FAS,017581,0,spoof
CATI_FAS,009151,0,spoof
CATI_FAS,001445,1,live
CATI_FAS,001893,1,live
CATI_FAS,006890,0,spoof
CATI_FAS,014112,0,spoof
CATI_FAS,004466,0,spoof
CATI_FAS,017313,0,spoof
CATI_FAS,007407,0,spoof
CATI_FAS,013956,0,spoof
CATI_FAS,015226,0,spoof
CATI_FAS,003568,0,spoof
CATI_FAS,017130,0,spoof
CATI_FAS,009066,0,spoof
CATI_FAS,001970,1,live
CATI_FAS,005304,0,spoof
CATI_FAS,010914,0,spoof
CATI_FAS,012711,0,spoof
CATI_FAS,010006,0,spoof
CATI_FAS,008971,0,spoof
CATI_FAS,001734,1,live
CATI_FAS,014465,0,spoof
CATI_FAS,009878,0,spoof
CATI_FAS,007819,0,spoof
CATI_FAS,000961,1,live
CATI_FAS,016871,0,spoof
CATI_FAS,015768,0,spoof
CATI_FAS,014520,0,spoof
CATI_FAS,011268,0,spoof
CATI_FAS,004497,0,spoof
CATI_FAS,000885,1,live
CATI_FAS,012460,0,spoof
CATI_FAS,017014,0,spoof
CATI_FAS,004967,0,spoof
CATI_FAS,009818,0,spoof
CATI_FAS,002624,0,spoof
CATI_FAS,001238,1,live
CATI_FAS,013613,0,spoof
CATI_FAS,000937,1,live
CATI_FAS,007208,0,spoof
CATI_FAS,014913,0,spoof
CATI_FAS,014566,0,spoof
CATI_FAS,001137,1,live
CATI_FAS,007267,0,spoof
